date,close,Mkt-RF,SMB,HML,RMW,CMA
2015-07-06,34.54,-0.37,0.08,-0.55,-0.2,-0.22
2015-07-07,33.86,0.53,-0.49,-0.25,0.42,-0.02
2015-07-08,33.99,-1.68,-0.04,0.07,0.13,0.12
2015-07-09,34.81,0.29,0.18,-0.02,-0.29,-0.24
2015-07-10,35.94,1.24,0.18,-0.55,-0.2,-0.07
2015-07-13,34.97,1.14,-0.12,-0.42,0.1,-0.31
2015-07-14,35.72,0.47,0.11,0.13,-0.33,-0.36
2015-07-15,35.32,-0.19,-0.81,-0.08,-0.25,-0.3
2015-07-16,36.69,0.78,-0.25,-0.62,-0.25,-0.66
2015-07-17,37.08,0.05,-0.68,-0.64,-0.26,-0.93
2015-07-20,38.31,-0.01,-0.8,-0.58,0.34,-0.29
2015-07-21,38.45,-0.47,0.07,0.29,-0.22,-0.07
2015-07-22,37.91,-0.18,0.27,0.19,-0.35,0.11
2015-07-23,38.08,-0.6,-0.38,-0.34,-0.05,-0.04
2015-07-24,37.2,-1.08,-0.66,-0.02,0.0,-0.02
2015-07-27,36.13,-0.74,-0.25,0.08,0.08,0.38
2015-07-28,38.32,1.23,-0.33,-0.11,0.06,0.15
2015-07-29,37.2,0.74,-0.22,0.52,0.88,0.3
2015-07-30,36.31,0.12,0.19,-0.26,0.1,-0.13
2015-07-31,36.85,-0.15,0.73,-0.99,0.24,-0.06
2015-08-03,35.17,-0.35,-0.33,-0.16,0.07,0.04
2015-08-04,35.0,-0.14,0.04,-0.19,-0.03,0.19
2015-08-05,35.06,0.36,-0.07,-0.45,0.01,-0.06
2015-08-06,32.73,-0.88,-0.37,1.99,0.23,0.74
2015-08-07,33.08,-0.36,-0.4,-0.35,0.32,0.18
2015-08-10,32.68,1.32,0.19,0.69,0.22,0.04
2015-08-11,32.75,-0.98,-0.06,0.43,0.1,0.08
2015-08-12,32.48,0.07,-0.19,-0.28,-0.11,-0.16
2015-08-13,31.56,-0.14,-0.4,0.01,0.13,-0.09
2015-08-14,30.65,0.43,0.13,0.43,-0.09,0.06
2015-08-17,31.83,0.6,0.35,-0.87,-0.21,-0.43
2015-08-18,31.74,-0.35,-0.61,0.35,0.36,0.1
2015-08-19,31.27,-0.85,-0.2,-0.22,-0.13,-0.03
2015-08-20,29.66,-2.24,-0.21,0.6,0.59,0.67
2015-08-21,29.0,-2.95,1.8,0.14,-0.72,0.84
2015-08-24,27.37,-3.9,0.27,-0.43,0.41,0.12
2015-08-25,27.93,-1.17,0.57,-0.61,-0.27,-0.64
2015-08-26,29.07,3.68,-1.43,-0.38,0.19,-0.69
2015-08-27,30.67,2.4,-0.61,0.6,-0.28,-0.24
2015-08-28,30.48,0.23,0.98,0.08,-0.16,0.08
2015-08-31,29.22,-0.74,0.9,1.42,0.11,0.5
2015-09-01,29.0,-2.91,0.26,-0.5,-0.03,0.08
2015-09-02,30.15,1.81,-0.32,-0.93,0.21,-0.69
2015-09-03,29.61,0.17,-0.17,0.73,0.35,0.75
2015-09-04,29.4,-1.39,0.82,-0.58,-0.07,-0.46
2015-09-08,29.72,2.52,-0.41,-0.56,-0.06,-0.29
2015-09-09,28.43,-1.34,0.17,0.11,0.18,0.01
2015-09-10,28.58,0.49,-0.2,-0.31,-0.24,-0.69
2015-09-11,28.99,0.44,-0.28,-0.7,-0.06,-0.28
2015-09-14,29.02,-0.41,0.03,0.01,-0.04,-0.07
2015-09-15,29.2,1.22,-0.15,0.24,0.0,0.08
2015-09-16,28.91,0.84,0.06,0.44,0.33,0.22
2015-09-17,31.16,-0.17,0.75,-1.49,-0.28,-0.53
2015-09-18,31.92,-1.62,0.26,-0.95,-0.42,-0.53
2015-09-21,28.99,0.36,-0.83,1.21,0.46,0.21
2015-09-22,25.52,-1.29,-0.29,0.14,0.28,0.08
2015-09-23,25.69,-0.27,-0.21,-0.15,-0.15,-0.27
2015-09-24,23.79,-0.36,0.25,0.56,-0.05,0.04
2015-09-25,22.78,-0.22,-1.43,1.87,0.53,0.68
2015-09-28,18.01,-2.63,-0.18,1.17,0.62,0.71
2015-09-29,16.81,-0.07,-0.59,0.72,0.71,0.65
2015-09-30,19.82,1.88,-0.49,-0.48,-0.41,-0.35
2015-10-01,20.36,0.13,-0.52,-0.04,-0.15,-0.21
2015-10-02,21.11,1.48,0.28,-0.84,-0.1,-0.03
2015-10-05,20.21,1.93,0.74,0.77,0.14,0.64
2015-10-06,18.91,-0.43,-0.09,1.73,0.35,0.57
2015-10-07,18.35,0.94,0.68,-0.24,-0.23,-0.01
2015-10-08,18.32,0.84,0.35,0.76,0.54,0.75
2015-10-09,19.51,0.12,0.1,-1.08,0.16,-0.16
2015-10-12,19.13,0.06,-0.43,-0.07,0.12,-0.1
2015-10-13,18.48,-0.74,-0.66,0.69,0.29,0.21
2015-10-14,18.61,-0.6,-0.27,-0.03,-0.48,0.36
2015-10-15,18.55,1.56,0.59,-0.15,-1.1,-0.5
2015-10-16,19.27,0.36,-0.55,-0.35,0.0,0.02
2015-10-19,19.07,0.0,0.09,-0.71,0.13,-0.34
2015-10-20,15.26,-0.15,0.17,1.21,0.48,0.27
2015-10-21,14.83,-0.74,-0.88,-0.18,0.46,0.23
2015-10-22,13.12,1.5,-0.76,0.47,0.06,0.56
2015-10-23,17.06,1.09,-0.09,-0.59,0.19,-0.84
2015-10-26,17.12,-0.2,-0.46,-0.72,0.2,-0.17
2015-10-27,16.54,-0.42,-1.06,-0.88,-0.42,-0.5
2015-10-28,17.31,1.43,1.5,0.64,-0.68,-0.24
2015-10-29,17.49,-0.2,-0.89,0.1,0.41,-0.2
2015-10-30,15.72,-0.41,0.21,-0.55,0.35,0.08
2015-11-02,16.65,1.25,0.9,-0.02,-0.49,-0.05
2015-11-03,17.1,0.32,0.47,0.22,0.03,-0.09
2015-11-04,16.81,-0.26,0.18,-0.33,-0.61,-0.68
2015-11-05,17.26,-0.08,0.04,0.46,0.04,0.14
2015-11-06,21.0,0.14,0.85,0.28,-0.54,-0.2
2015-11-09,22.29,-0.95,-0.26,-0.04,-0.65,-0.01
2015-11-10,22.38,0.13,0.01,0.27,-0.11,0.21
2015-11-11,17.99,-0.43,-0.57,-0.18,-0.13,0.06
2015-11-12,17.61,-1.45,-0.56,-0.45,0.17,-0.28
2015-11-13,17.99,-1.06,0.32,0.39,-0.61,0.42
2015-11-16,18.96,1.39,-0.53,0.45,0.18,-0.15
2015-11-17,18.71,-0.11,-0.24,-0.66,0.02,-0.17
2015-11-18,18.97,1.61,-0.02,-0.09,-0.09,-0.4
2015-11-19,18.82,-0.13,-0.28,-0.11,0.16,0.14
2015-11-20,20.28,0.35,0.4,-0.42,0.29,0.01
2015-11-23,21.61,-0.01,0.61,-0.35,0.12,-0.17
2015-11-24,21.68,0.21,0.75,0.26,0.24,0.1
2015-11-25,21.81,0.09,0.84,-0.55,-0.08,-0.1
2015-11-27,21.77,0.09,0.19,-0.29,-0.18,0.07
2015-11-30,21.53,-0.47,0.2,0.69,-0.24,0.09
2015-12-01,21.3,0.97,-0.64,0.24,-0.09,-0.14
2015-12-02,22.03,-1.01,0.19,-0.7,0.02,-0.15
2015-12-03,20.17,-1.5,-0.2,0.43,0.33,0.17
2015-12-04,20.03,1.86,-1.06,-0.52,0.12,-0.33
2015-12-07,19.16,-0.84,-0.87,-0.66,0.68,0.18
2015-12-08,20.4,-0.59,0.27,-1.23,-0.15,-0.77
2015-12-09,19.85,-0.83,-0.21,0.42,0.47,0.63
2015-12-10,20.4,0.3,0.08,-0.22,0.11,-0.16
2015-12-11,18.99,-2.03,-0.2,-0.06,0.18,0.34
2015-12-14,18.97,0.29,-1.12,-0.19,0.14,-0.33
2015-12-15,20.76,1.1,0.2,0.77,-0.83,0.13
2015-12-16,21.15,1.47,0.01,-0.64,-0.11,-0.17
2015-12-17,21.3,-1.46,0.31,-0.31,-0.23,-0.06
2015-12-18,20.79,-1.7,0.7,-0.39,-0.29,0.19
2015-12-21,21.15,0.74,-0.18,-0.06,-0.14,0.04
2015-12-22,21.09,0.89,0.02,0.51,0.2,0.5
2015-12-23,22.58,1.3,0.23,0.58,-0.01,0.14
2015-12-24,22.13,-0.11,0.27,-0.03,-0.21,0.08
2015-12-28,21.7,-0.29,-0.54,-0.38,0.08,-0.07
2015-12-29,22.25,1.05,0.03,-0.31,0.03,-0.33
2015-12-30,22.38,-0.74,-0.17,-0.13,0.04,0.15
2015-12-31,21.67,-0.92,-0.21,0.25,-0.12,0.1
2016-01-04,21.07,-1.59,-0.73,0.53,0.35,0.42
2016-01-05,21.53,0.12,-0.25,0.01,0.03,0.35
2016-01-06,20.94,-1.35,-0.21,-0.01,0.15,0.04
2016-01-07,19.59,-2.44,-0.27,0.08,0.48,0.43
2016-01-08,18.99,-1.11,-0.52,-0.03,0.21,0.04
2016-01-11,18.09,-0.06,-0.62,0.34,0.65,0.43
2016-01-12,19.21,0.71,-0.45,-0.78,-0.03,-0.31
2016-01-13,17.45,-2.67,-0.56,0.78,0.37,0.68
2016-01-14,18.51,1.65,-0.08,-0.4,-0.62,-0.47
2016-01-15,18.37,-2.14,0.41,-0.21,0.32,0.33
2016-01-19,17.72,-0.2,-1.38,-0.07,0.3,0.26
2016-01-20,19.05,-0.94,1.68,-1.24,0.18,-0.55
2016-01-21,18.4,0.45,-0.46,0.01,0.47,0.6
2016-01-22,18.85,2.08,0.13,-0.19,-0.46,-0.76
2016-01-25,18.46,-1.71,-0.51,-0.99,0.3,-0.01
2016-01-26,18.56,1.52,0.58,1.22,0.58,0.72
2016-01-27,17.33,-1.11,-0.37,1.71,-0.24,1.06
2016-01-28,16.46,0.49,-0.58,1.26,-0.25,-0.5
2016-01-29,17.5,2.57,0.58,0.37,0.0,0.45
2016-02-01,17.47,-0.04,-0.32,-0.95,0.08,-0.41
2016-02-02,16.42,-2.0,-0.13,-0.35,0.29,0.4
2016-02-03,17.44,0.46,-0.21,0.45,0.42,0.37
2016-02-04,17.8,0.27,0.37,0.33,0.2,0.1
2016-02-05,17.15,-2.06,-0.72,1.75,1.07,1.44
2016-02-08,16.07,-1.51,0.11,0.89,1.63,0.97
2016-02-09,16.2,-0.1,-0.56,-0.28,-0.06,0.03
2016-02-10,16.29,0.01,-0.22,-0.55,-0.28,-0.79
2016-02-11,16.13,-1.17,0.28,-1.48,0.32,-0.4
2016-02-12,17.02,1.98,-0.28,1.14,-0.39,0.3
2016-02-16,18.01,1.78,0.54,-0.56,0.03,-0.27
2016-02-17,18.68,1.75,-0.15,-0.64,-0.38,-0.48
2016-02-18,18.12,-0.51,-0.01,0.21,0.34,0.53
2016-02-19,18.27,0.06,0.29,-0.62,-0.64,-0.41
2016-02-22,18.75,1.43,-0.18,0.24,0.25,-0.21
2016-02-23,18.28,-1.22,0.38,-0.52,0.77,0.5
2016-02-24,18.46,0.53,0.64,-0.33,0.01,0.11
2016-02-25,18.91,1.1,-0.45,0.22,-0.1,-0.25
2016-02-26,19.79,-0.01,0.87,0.26,-0.53,0.02
2016-02-29,17.16,-0.69,0.7,0.26,0.13,0.43
2016-03-01,17.19,2.34,-0.64,0.3,-0.5,-0.54
2016-03-02,17.6,0.54,0.59,0.7,-0.7,-0.08
2016-03-03,17.29,0.51,0.56,0.65,0.31,0.4
2016-03-04,16.78,0.37,0.33,0.29,0.1,0.03
2016-03-07,17.33,0.21,1.32,0.55,-0.39,0.44
2016-03-08,16.4,-1.27,-1.26,-0.49,0.62,0.14
2016-03-09,16.53,0.5,0.11,0.38,0.18,0.11
2016-03-10,16.48,-0.11,-0.74,0.63,0.31,0.18
2016-03-11,18.63,1.69,0.29,0.19,-0.4,-0.32
2016-03-14,18.23,-0.12,-0.14,-0.87,0.01,-0.23
2016-03-15,15.74,-0.36,-1.42,0.67,0.46,0.07
2016-03-16,15.31,0.63,0.11,-0.04,0.56,-0.04
2016-03-17,14.27,0.72,0.97,0.59,0.15,0.67
2016-03-18,14.02,0.54,0.41,-0.19,-0.26,0.19
2016-03-21,14.94,0.1,-0.27,-0.31,-0.08,-0.35
2016-03-22,15.74,-0.05,-0.08,-0.44,-0.3,-0.26
2016-03-23,16.32,-0.86,-1.2,-0.09,0.61,0.01
2016-03-24,16.02,0.0,0.42,-0.05,0.05,-0.01
2016-03-28,15.55,0.04,-0.04,0.14,-0.04,0.25
2016-03-29,15.86,1.07,1.64,-1.18,0.19,-0.57
2016-03-30,16.01,0.41,-0.27,0.15,-0.06,0.01
2016-03-31,16.57,-0.11,0.41,-0.48,-0.12,-0.11
2016-04-01,17.37,0.64,-0.34,-0.62,-0.36,-0.14
2016-04-04,17.65,-0.41,-0.33,-0.74,-0.25,-0.23
2016-04-05,17.24,-0.94,-0.18,-0.36,0.06,0.18
2016-04-06,18.79,1.14,0.05,-0.82,-0.47,-0.63
2016-04-07,18.75,-1.23,-0.09,-0.35,-0.01,0.22
2016-04-08,18.8,0.29,0.12,0.69,0.36,0.28
2016-04-11,18.22,-0.28,0.01,0.95,-0.01,0.29
2016-04-12,13.42,0.99,0.01,0.85,0.04,-0.15
2016-04-13,14.08,1.23,0.95,0.35,-0.46,-0.35
2016-04-14,14.17,0.03,-0.26,0.18,-0.36,-0.11
2016-04-15,14.78,-0.04,0.31,-0.32,0.22,0.17
2016-04-18,15.04,0.65,0.13,-0.19,-0.16,-0.04
2016-04-19,14.47,0.29,-0.17,1.49,-0.24,0.37
2016-04-20,14.67,0.15,-0.01,0.53,-0.31,-0.12
2016-04-21,16.07,-0.47,-0.01,-0.59,-0.61,-0.34
2016-04-22,16.39,0.12,1.03,0.49,-0.09,0.96
2016-04-25,16.22,-0.24,-0.65,-0.18,0.07,-0.16
2016-04-26,15.71,0.29,0.82,0.78,0.33,0.61
2016-04-27,15.8,0.21,0.23,0.68,-0.19,0.79
2016-04-28,15.5,-0.96,-0.2,0.05,-0.48,0.56
2016-04-29,15.37,-0.5,-0.2,0.38,0.06,-0.24
2016-05-02,15.31,0.78,-0.04,-0.36,0.0,-0.09
2016-05-03,15.23,-1.05,-0.73,-0.5,0.54,0.03
2016-05-04,14.73,-0.66,-0.16,0.06,0.45,0.29
2016-05-05,14.59,-0.08,-0.53,0.09,0.1,0.02
2016-05-06,13.41,0.38,0.08,0.24,0.17,0.25
2016-05-09,15.27,0.05,0.19,-1.49,0.1,-0.5
2016-05-10,14.7,1.26,-0.38,0.47,-0.11,0.05
2016-05-11,14.02,-0.89,-0.33,0.78,-0.44,0.0
2016-05-12,13.57,-0.11,-0.59,0.14,0.38,0.12
2016-05-13,14.08,-0.82,0.28,-0.66,-0.55,-0.17
2016-05-16,14.85,0.99,0.2,-0.24,-0.05,-0.31
2016-05-17,15.18,-0.95,-0.68,0.61,-0.12,-0.1
2016-05-18,15.33,0.1,0.14,0.83,-1.34,-0.65
2016-05-19,14.61,-0.33,-0.31,-0.3,0.39,-0.01
2016-05-20,15.19,0.75,0.84,-0.3,-0.39,-0.38
2016-05-23,15.3,-0.18,0.24,-0.32,-0.21,0.08
2016-05-24,15.44,1.43,0.61,-0.34,-0.1,-0.39
2016-05-25,16.16,0.72,-0.13,0.57,0.21,-0.1
2016-05-26,16.32,-0.04,-0.16,-0.51,0.17,-0.22
2016-05-27,16.6,0.49,0.36,-0.22,-0.06,-0.09
2016-05-31,17.23,-0.01,0.45,-0.36,-0.17,-0.33
2016-06-01,17.5,0.2,0.64,-0.25,-0.26,0.08
2016-06-02,17.89,0.35,0.25,-0.59,-0.24,-0.08
2016-06-03,17.81,-0.38,-0.18,-0.1,0.53,0.14
2016-06-06,18.82,0.6,0.71,0.32,-0.19,-0.11
2016-06-07,18.46,0.12,0.23,0.11,0.34,0.22
2016-06-08,18.54,0.37,0.43,-0.11,0.05,-0.1
2016-06-09,18.53,-0.27,-0.43,-0.21,0.31,0.13
2016-06-10,17.88,-1.05,-0.38,-0.17,0.16,0.6
2016-06-13,17.37,-0.84,-0.37,0.1,-0.24,-0.04
2016-06-14,17.63,-0.19,0.14,-0.71,0.27,0.03
2016-06-15,17.45,-0.11,0.26,-0.06,-0.05,0.05
2016-06-16,17.43,0.24,-0.31,-0.4,0.28,0.35
2016-06-17,16.56,-0.3,0.07,0.94,0.4,0.62
2016-06-20,16.8,0.71,0.59,-0.01,-0.16,0.12
2016-06-21,16.74,0.21,-0.61,0.5,-0.2,0.0
2016-06-22,16.79,-0.2,-0.3,0.08,0.05,0.0
2016-06-23,17.44,1.45,0.54,0.43,-0.55,-0.2
2016-06-24,16.25,-3.7,0.02,-1.13,0.93,0.1
2016-06-27,15.03,-2.07,-1.06,-0.67,0.52,0.43
2016-06-28,15.67,1.76,-0.38,0.14,-0.61,-0.59
2016-06-29,16.75,1.8,0.31,-0.07,-0.11,-0.24
2016-06-30,16.47,1.42,0.38,0.45,-0.13,0.38
2016-07-01,16.82,0.24,0.47,-0.41,-0.13,0.23
2016-07-05,16.72,-0.85,-0.82,-1.36,0.57,-0.68
2016-07-06,17.51,0.62,0.17,-0.13,-0.11,-0.15
2016-07-07,18.19,0.02,0.34,-0.2,0.21,-0.29
2016-07-08,18.71,1.6,0.94,0.35,0.07,0.27
2016-07-11,19.12,0.43,0.69,0.25,0.3,-0.08
2016-07-12,18.89,0.75,0.73,1.0,-0.63,0.64
2016-07-13,18.35,-0.05,-0.46,0.51,0.54,0.0
2016-07-14,18.69,0.51,-0.42,0.45,-0.04,0.0
2016-07-15,19.12,-0.05,0.29,0.01,-0.3,0.0
2016-07-18,19.02,0.25,0.01,-0.12,0.09,-0.23
2016-07-19,18.67,-0.22,-0.62,0.05,0.47,-0.23
2016-07-20,19.16,0.48,0.39,-0.87,-0.03,-0.35
2016-07-21,19.07,-0.38,-0.08,-0.01,0.0,0.03
2016-07-22,18.86,0.48,0.28,-0.08,0.41,-0.25
2016-07-25,18.73,-0.27,-0.01,-0.24,0.51,-0.39
2016-07-26,19.1,0.13,0.61,0.54,-0.44,0.73
2016-07-27,19.85,-0.14,0.52,-0.42,-0.12,-0.56
2016-07-28,19.62,0.18,-0.45,-0.34,-0.06,-0.14
2016-07-29,19.29,0.17,-0.03,0.04,0.0,0.32
2016-08-01,18.89,-0.16,0.07,-0.87,0.69,-0.73
2016-08-02,19.43,-0.7,-0.63,0.17,-0.54,0.15
2016-08-03,19.76,0.45,0.57,0.83,-0.71,0.15
2016-08-04,19.46,0.05,0.07,-0.33,0.14,0.07
2016-08-05,20.1,0.93,0.56,0.87,-0.5,-0.36
2016-08-08,20.96,-0.06,0.1,0.57,0.0,0.43
2016-08-09,22.6,0.05,-0.05,-0.31,-0.13,-0.21
2016-08-10,22.38,-0.29,-0.45,-0.13,0.71,0.01
2016-08-11,23.08,0.54,0.15,0.04,-0.3,0.16
2016-08-12,23.19,-0.06,0.12,-0.18,-0.19,-0.28
2016-08-15,23.11,0.39,0.79,0.39,-0.27,0.35
2016-08-16,22.83,-0.57,-0.19,0.61,-0.1,0.3
2016-08-17,22.61,0.12,-0.49,0.25,0.08,0.07
2016-08-18,23.16,0.32,0.47,0.37,-0.54,0.33
2016-08-19,22.82,-0.11,0.1,-0.12,0.29,-0.15
2016-08-22,22.54,-0.02,0.22,-0.41,0.02,-0.36
2016-08-23,22.39,0.27,0.55,-0.01,0.03,0.06
2016-08-24,20.09,-0.56,-0.44,0.4,0.38,-0.07
2016-08-25,19.18,-0.08,0.22,0.48,-0.18,0.29
2016-08-26,19.43,-0.15,0.12,-0.13,-0.36,-0.19
2016-08-29,18.84,0.53,0.01,0.35,-0.1,0.21
2016-08-30,19.01,-0.14,0.21,0.31,-0.05,-0.3
2016-08-31,18.8,-0.24,-0.34,0.13,0.27,-0.35
2016-09-01,18.62,0.03,0.06,-0.49,0.15,-0.13
2016-09-02,17.84,0.53,0.42,0.36,-0.16,0.19
2016-09-06,17.9,0.26,0.0,-0.53,-0.71,-0.03
2016-09-07,17.83,0.09,0.6,0.03,-0.1,-0.24
2016-09-08,17.85,-0.18,0.03,0.57,-0.9,0.41
2016-09-09,17.26,-2.47,-0.55,0.31,0.08,-0.43
2016-09-12,18.89,1.44,-0.04,-0.47,-0.07,-0.19
2016-09-13,19.16,-1.48,-0.32,-0.47,0.63,-0.76
2016-09-14,19.63,-0.08,0.05,-0.83,0.14,-0.5
2016-09-15,19.58,1.07,0.3,-0.33,0.08,-0.22
2016-09-16,19.28,-0.36,0.29,-0.45,0.17,-0.21
2016-09-19,19.12,0.05,0.49,0.17,-0.04,0.35
2016-09-20,18.91,-0.02,-0.32,-0.51,-0.44,-0.11
2016-09-21,19.17,1.12,0.2,0.33,-0.37,0.51
2016-09-22,19.41,0.7,0.8,-0.06,0.04,0.14
2016-09-23,19.43,-0.6,-0.06,-0.19,0.51,-0.49
2016-09-26,18.82,-0.88,-0.29,-0.35,-0.19,0.19
2016-09-27,18.86,0.64,-0.13,-0.53,0.04,-0.4
2016-09-28,18.78,0.56,0.21,1.1,-1.19,1.12
2016-09-29,17.77,-0.98,-0.39,0.54,0.25,0.67
2016-09-30,18.13,0.88,0.42,0.35,-0.2,0.1
2016-10-03,18.77,-0.26,-0.04,-0.13,-0.02,0.14
2016-10-04,18.85,-0.46,0.05,0.09,0.17,-0.3
2016-10-05,19.25,0.58,0.4,0.78,-0.46,0.44
2016-10-06,18.96,-0.06,-0.22,0.37,0.42,0.23
2016-10-07,18.73,-0.38,-0.53,0.16,-0.21,-0.38
2016-10-10,19.52,0.52,0.55,0.01,-0.63,-0.21
2016-10-11,18.25,-1.3,-0.56,0.49,0.34,0.09
2016-10-12,17.67,0.06,-0.2,0.37,0.73,0.15
2016-10-13,17.92,-0.42,-0.74,-0.63,0.29,-0.13
2016-10-14,17.52,0.01,-0.33,0.57,0.11,0.09
2016-10-17,17.56,-0.29,-0.03,0.14,0.09,0.14
2016-10-18,18.04,0.6,-0.16,0.03,-0.32,-0.29
2016-10-19,17.86,0.25,0.12,0.91,-0.13,0.46
2016-10-20,18.02,-0.16,-0.05,-0.11,-0.48,-0.04
2016-10-21,17.5,0.02,-0.18,-0.31,0.19,-0.17
2016-10-24,17.87,0.54,0.07,-0.17,0.6,-0.49
2016-10-25,18.31,-0.46,-0.6,0.23,0.05,0.0
2016-10-26,18.14,-0.23,-0.74,0.74,0.09,0.55
2016-10-27,18.34,-0.33,-0.95,0.6,-0.09,-0.03
2016-10-28,17.85,-0.29,-0.11,0.11,-0.05,0.33
2016-10-31,16.72,0.02,0.08,0.13,0.6,-0.31
2016-11-01,16.91,-0.68,-0.36,0.18,-0.54,-0.07
2016-11-02,16.18,-0.73,-0.58,0.36,0.95,0.15
2016-11-03,15.02,-0.4,-0.38,1.02,0.12,0.79
2016-11-04,15.05,-0.12,0.84,-0.43,-0.09,-0.06
2016-11-07,17.16,2.23,0.18,-0.16,-0.27,-0.17
2016-11-08,17.4,0.4,-0.11,-0.2,-0.05,0.3
2016-11-09,18.7,1.46,2.07,1.0,-0.72,0.74
2016-11-10,19.87,0.32,1.45,1.81,-0.14,0.39
2016-11-11,20.3,0.18,2.51,-0.04,0.16,-0.33
2016-11-14,20.46,0.21,0.87,1.43,-0.12,0.35
2016-11-15,20.86,0.8,-0.56,0.14,-0.64,0.17
2016-11-16,21.13,-0.12,0.23,-0.55,0.83,-0.17
2016-11-17,21.61,0.56,0.16,-0.13,0.26,-0.46
2016-11-18,21.41,-0.16,0.57,0.39,-0.21,0.09
2016-11-21,21.45,0.77,-0.27,0.08,-0.14,0.3
2016-11-22,21.2,0.31,0.62,0.58,0.82,0.31
2016-11-23,21.7,0.16,0.57,0.19,-0.3,0.18
2016-11-25,21.49,0.4,-0.07,-0.24,0.23,-0.15
2016-11-28,21.18,-0.64,-0.77,0.06,0.65,-0.35
2016-11-29,21.05,0.11,-0.39,-0.06,0.54,-0.5
2016-11-30,19.8,-0.25,-0.19,2.25,-1.63,1.96
2016-12-01,19.43,-0.36,-0.4,2.05,0.28,0.62
2016-12-02,19.9,0.0,-0.01,-0.32,-0.09,0.07
2016-12-05,19.67,0.75,1.12,0.29,-0.25,-0.17
2016-12-06,20.21,0.48,0.65,0.23,-0.14,-0.1
2016-12-07,19.39,1.26,-0.5,0.53,0.88,-0.01
2016-12-08,15.03,0.36,1.24,0.59,-0.26,-0.1
2016-12-09,14.83,0.46,-0.36,0.12,-0.06,-0.06
2016-12-12,14.55,-0.3,-0.96,-0.1,-0.01,0.05
2016-12-13,14.95,0.6,-0.57,-0.29,0.01,-0.17
2016-12-14,15.1,-0.82,-0.37,-0.28,0.53,-0.51
2016-12-15,14.93,0.46,0.44,0.28,0.03,0.05
2016-12-16,16.44,-0.22,-0.03,-0.42,-0.27,0.01
2016-12-19,16.07,0.22,0.34,0.08,0.29,0.02
2016-12-20,15.9,0.44,0.5,0.68,0.12,0.09
2016-12-21,16.0,-0.24,-0.35,0.24,0.12,0.06
2016-12-22,16.01,-0.3,-0.77,0.24,-0.25,0.06
2016-12-23,17.02,0.19,0.52,-0.51,-0.36,-0.14
2016-12-27,16.79,0.27,0.23,0.13,0.16,0.03
2016-12-28,16.27,-0.87,-0.3,0.09,0.14,-0.17
2016-12-29,16.2,-0.04,0.09,-0.31,0.25,0.04
2016-12-30,16.18,-0.52,-0.05,0.21,-0.14,0.06
2017-01-03,16.89,0.83,-0.09,0.08,-0.25,0.27
2017-01-04,17.28,0.79,0.97,-0.15,-0.4,-0.03
2017-01-05,17.07,-0.21,-1.0,-0.8,-0.15,-0.08
2017-01-06,17.52,0.29,-0.71,-0.31,-0.29,-0.29
2017-01-09,17.75,-0.37,-0.31,-1.04,0.2,-0.52
2017-01-10,18.09,0.16,1.01,0.56,-0.03,0.07
2017-01-11,17.31,0.31,-0.23,0.53,0.16,0.27
